aktiv;orgform;fnr;fnavn;orgnr;virksomhet;virksomhet_kommunenr;virksomhet_kommune;vannforsyningssystem;mtid_vf;ir_orgform;vregnr;kommunenr;kommune;mtregion;mtavdeling;siste_insp;omraade;periode;vannprod;vannegetnett;vann_mottatt;max_vann_pers;max_vann_dogn;beredskap;beredsk_oppd;beredsk_ovelse;boliger;helseinst;skoler;nmindustri;hyttercamp;gardsbruk;fiskemottak;ant_fastboende;ant_personer_max;ant_husstander;ant_hytter;forbr_fast_bosetting;forbr_fritidsboliger;forbr_industri;forbr_tjytende;forbr_primnaering;forbr_annet;forbr_lekkasje
nei;BEDR;;;973290940;Røra Vassverk Sa;5022;Rennebu;Røra Vassverk V/Ottar Ramstad;Z0704301335539761189TSLTA;Privat AS, BA, lag, stiftelse, statlig etc;163504;5022;Rennebu;Region Midt;Avdeling Gauldal;;Røra;2018;0.0;24669.0;24669.0;104.0;2.0;nei;nei;nei;ja;nei;nei;nei;ja;ja;nei;104;170;51;5;55.0;10.0;0.0;0.0;17.0;10.0;8.0
ja;SA;970554955;Fagerhaug Vassverk Sa;993983918;Fagerhaug Vassverk Sa;5021;Oppdal;Fagerhaug Vassverk V/Kennet Sivertsen;Z0704301335543541189MYDDR;Privat AS, BA, lag, stiftelse, statlig etc;163406;5021;Oppdal;Region Midt;Avdeling Gauldal;29.04.2014;Fagerhaug;2019;20440.0;20440.0;0.0;300.0;365.0;ja;nei;nei;ja;nei;nei;ja;ja;ja;nei;123;250;45;11;40.0;5.0;0.0;40.0;5.0;0.0;10.0
ja;SA;885332242;Lønset Vassverk Sa;985371431;Lønset Vassverk Sa;5021;Oppdal;Lønset Vannverk V/John Torve;Z0704301335544921189AQSME;Privat AS, BA, lag, stiftelse, statlig etc;163407;5021;Oppdal;Region Midt;Avdeling Gauldal;05.06.2019;Lønset/ del av Storlidalen;2019;22500.0;22500.0;0.0;;;ja;ja;ja;ja;nei;ja;nei;ja;ja;nei;95;180;45;29;77.0;23.0;0.0;0.0;0.0;0.0;0.0
nei;BEDR;;;972496154;Smegarden Camping;1634;Oppdal - UTGÅTT KODE;Smegarden Camping V/Anders P. Loe;Z0704301335546731189TADJI;;;5021;Oppdal;Region Midt;Avdeling Gauldal;;;2009;50.0;50.0;0.0;;;ja;nei;nei;nei;nei;nei;nei;ja;nei;nei;0;1200;0;0;;;;;;;
nei;ENK;;;974948036;Magalaupe Camping Karla Fjeldsetnes;5021;Oppdal;Ivaeng Vannv.(Magalaupe Camp.) V/H.Fjeldsetnes;Z0704301335553091189GXEEX;;;;;Region Midt;Avdeling Gauldal;26.05.2011;Camping;2010;150.0;150.0;0.0;;;ja;ja;nei;ja;nei;nei;nei;ja;nei;nei;6;1500;3;7;;;;;;;
ja;SA;970090428;Vognild Vannverk Sa;973296426;Vognild Vannverk Sa;5021;Oppdal;Vognild Vannverk;Z0704301335554521189FHYDX;Privat AS, BA, lag, stiftelse, statlig etc;163405;5021;Oppdal;Region Midt;Avdeling Gauldal;20.08.2019;Dørremsgrenda - Thyve;2019;133500.0;133500.0;0.0;0.0;0.0;ja;ja;ja;ja;nei;ja;nei;ja;ja;nei;250;400;92;38;52.0;30.0;0.0;3.0;15.0;0.0;0.0
nei;BEDR;;;999383556;Vassli Esten;5021;Oppdal;Breesgård Vannverk (Camping) V/Esten Vassli;Z0704301335557621189NWOQR;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Midt;Avdeling Gauldal;18.04.2018;Breesgård;2018;4000.0;4000.0;0.0;0.0;365.0;ja;ja;ja;nei;nei;nei;nei;ja;nei;nei;0;840;0;80;;;;;;;
nei;BEDR;;;972361399;Hiort-Engan Studiogalleri / Kafe Torgeir L. Henriksen;1640;Røros - UTGÅTT KODE;Hiort-Engan Studiogalleri/Kafe;Z0704301335571331189APJRT;;;;;Region Midt;Avdeling Gauldal;08.07.2008;;2011;0.0;0.0;;;;ja;nei;nei;ja;nei;nei;ja;nei;ja;nei;0;50;5;0;;;;;;;
ja;SA;;;983711995;Hoelsjåren Vassverk Sa;5022;Rennebu;Hoelsjåren Vannverk V/Stig Kristiansen;Z0704301335587311189PUHLK;Privat AS, BA, lag, stiftelse, statlig etc;163507;5022;Rennebu;Region Midt;Avdeling Gauldal;22.10.2019;Holesjåren;2019;31000.0;31000.0;0.0;;;ja;nei;nei;ja;nei;nei;nei;ja;ja;nei;59;59;19;2;17.0;2.0;0.0;0.0;80.0;0.0;1.0
ja;ENK;967582220;Toten Selskapsmat Frode Skogstrand;976030079;Toten Selskapsmat Torsætra;3442;Østre Toten;Torsætra Kafe Vannverk;Z0704301335597691189RNDNS;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Øst;Avdeling Mjøsområdet;03.07.2018;?;2013;300.0;300.0;0.0;0.0;0.0;nei;ja;nei;ja;ja;nei;ja;nei;nei;nei;0;150;1;0;;;;;;;
nei;BEDR;;;973327844;Drager Vannverk;529;Vestre Toten - UTGÅTT KODE;Drager Vannverk V/ Steinar Nyland;Z0704301336001471189PTGBH;;52901;3443;Vestre Toten;Region Øst;Avdeling Mjøsområdet;26.11.2009;;2010;0.0;24329.0;;;;nei;nei;nei;ja;;;nei;nei;;;280;280;100;0;100.0;;;;;;
ja;SA;961641713;Sivesind Vannverk Sa;971887397;Sivesind Vannverk A/L;3443;Vestre Toten;Sivesind Vannverk A/L;Z0704301336003361189BBNSX;Privat AS, BA, lag, stiftelse, statlig etc;52905;3443;Vestre Toten;Region Øst;Avdeling Mjøsområdet;29.10.2019;Østre og Vestre Toten;2019;0.0;510000.0;480000.0;0.0;0.0;ja;ja;ja;ja;ja;ja;ja;nei;ja;nei;3150;3150;1400;0;37.0;0.0;3.0;5.0;5.0;0.0;50.0
ja;AS;966867450;Unicare Landaasen As;971725214;Unicare Landaasen As;3447;Søndre Land;Nicare Landaasen As - Vannforsyning;Z0704301336012901189DAMLL;Privat AS, BA, lag, stiftelse, statlig etc;;3447;Søndre Land;Region Øst;Avdeling Mjøsområdet;15.11.2018;Landaasen Rehabiliteringssenter og Landaasen Gård;2018;6940.0;5756.0;0.0;7.0;5.0;ja;ja;ja;ja;ja;nei;nei;nei;ja;nei;8;83;4;0;;;;;;;
ja;SAM;;;981586441;Hugulia Sameie;3448;Nordre Land;Hugulia Sameie - Vannforsyniing;Z0704301336014721189EQSJL;;;;;Region Øst;Avdeling Mjøsområdet;09.10.2019;Hugulia;2009;200.0;200.0;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;0;63;0;13;;;;;;;
ja;AS;881885972;Biristrand Camping As;973200771;Biristrand Camping As;3407;Gjøvik;Biristrand Camping - Vannforsyning;Z0704301336016671189XIBII;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Øst;Avdeling Mjøsområdet;20.06.2018;Campingplass;2019;1.0;1.0;1.0;;;ja;ja;ja;nei;nei;nei;ja;ja;nei;nei;0;900;0;0;;;;;;;
ja;KOMM;861381722;Nordre Land Kommune;982890497;Nordre Land Kommune Solheim Barnehage;3448;Nordre Land;Nordre Land Kommune Solheim Barnehage- Vannforsyning;Z0704301336195281190ZUSFL;Kommunal etat/enhet;;3448;Nordre Land;Region Øst;Avdeling Mjøsområdet;14.10.2013;Solheim barnehage;2019;155.0;155.0;0.0;3000.0;365.0;nei;ja;nei;nei;nei;ja;nei;nei;nei;nei;0;20;0;0;;;;;;;
nei;BEDR;;;987993693;Malmedal Marketing Trond Malmedal;528;Østre Toten - UTGÅTT KODE;Kildevangen Behandlingssenter - Vannforsyningsanlegg;Z0704301336196641190KXMGE;;;;;Region Øst;Avdeling Mjøsområdet;30.08.2012;;2011;438.0;438.0;;;;nei;nei;nei;nei;ja;nei;ja;nei;nei;nei;30;30;1;0;;;;;;;
nei;AS;982322065;Blå Kors Eiendom As;982482852;Blå Kors Eiendom As;301;Oslo kommune;Blå Kors Vannverk Eina;Z0704301336199571190PTECG;;;;;Region Øst;Avdeling Mjøsområdet;;;2009;6530.0;6530.0;;;;;ja;nei;;;;;;;;0;68;9;0;;;;;;;
ja;ENK;969760665;Stian Haupberg;978430953;Stian Haupberg;3407;Gjøvik;Haupberg Gård - Vannforsyning;Z0704301336209821190IOLOJ;;;;;Region Øst;Avdeling Mjøsområdet;;;2011;15000.0;15000.0;;;;nei;ja;ja;ja;nei;nei;ja;nei;ja;nei;3;50;1;0;;;;;;;
nei;BEDR;;;985410798;Sandbakken Familiebarnehage;502;Gjøvik - UTGÅTT KODE;Anders Holm Vannverk - Sandbakken Familiebarnehage;Z0704301336212891190TIKHM;;;;;Region Øst;Avdeling Mjøsområdet;11.06.2008;;2010;920.0;920.0;;;;ja;nei;nei;ja;nei;ja;ja;nei;nei;nei;8;20;2;0;;;;;;;
ja;FLI;975558290;Vind Idrettslag;982481031;Vind Idretslag;3407;Gjøvik;Vind Idrettslag, Vindhytta - Vannforsyning;Z0704301336224391190XLKGH;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Øst;Avdeling Mjøsområdet;27.03.2019;;2018;1000.0;1000.0;1000.0;;;nei;nei;nei;nei;nei;nei;ja;nei;nei;nei;0;100;1;0;;;;;;;
nei;AS;917988382;Multum Drift As;874518212;Finnskogen Turist & Villmarksenter;3417;Grue;Finnskogen Turist Og Villmarksenter;Z0704301336239091190GVCVL;Privat AS, BA, lag, stiftelse, statlig etc;;3417;Grue;Region Øst;Avdeling Glåmdal og Østerdal;;Skasenden, tursitsenteret;2015;1282.0;1282.0;0.0;100.0;100.0;ja;ja;ja;;;;ja;ja;;;0;100;0;4;;;;;;;
ja;AS;981056345;Opaker Gård As;981081536;Opaker Gård As;3417;Grue;Opaker Gård;Z0704301336262491190RDYIL;;;3417;Grue;Region Øst;Avdeling Glåmdal og Østerdal;28.09.2012;Opaker Gård og Bjerke Gård;2012;1000.0;1000.0;0.0;;;ja;nei;nei;ja;nei;nei;ja;ja;ja;nei;10;50;5;0;;;;;;;
ja;FLI;;;985080747;Mosogn Velforening;3418;Åsnes;Mosogn Velforening V.V.;Z0704301336264421190BPIMC;Privat AS, BA, lag, stiftelse, statlig etc;;3418;Åsnes;Region Øst;Avdeling Glåmdal og Østerdal;03.11.2010;Mosogn Hageby;2015;327.0;327.0;;;;ja;ja;nei;ja;nei;ja;nei;nei;nei;nei;4;50;4;1;;;;;;;
ja;ENK;977088054;Jan Nygård;977399467;Nygård Jan;3416;Eidskog;Persmoen Aktivitetssenter;Z0704301336282541190PBDSO;;;;;Region Øst;Avdeling Glåmdal og Østerdal;;;2012;1000.0;1000.0;0.0;;;nei;nei;nei;ja;nei;nei;ja;nei;nei;nei;2;500;1;0;;;;;;;
nei;BEDR;;;891245432;Ustar As;620;Hol - UTGÅTT KODE;Ustaoset Resort;Z0704301336288981190BZBVF;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;;;2010;4561.0;4561.0;0.0;;;;ja;nei;;;;;;;;3;300;3;0;;;;;;;
nei;AS;957084664;Ål Skisenter As;972214256;Ål Skisenter As;3043;Ål;Ål Skisenter As;Z0704301336295131190YFEQX;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;07.10.2009;;2010;750.0;750.0;0.0;;;ja;nei;nei;ja;nei;nei;ja;nei;nei;nei;3;100;1;0;;;;;;;
nei;ENK;924568372;Randsfjord Camping Selj;972484032;Randsfjord Camping Selj;3447;Søndre Land;Lyngstrand Camping - Vannforsyning;Z0704301336302961189FSNFL;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Øst;Avdeling Mjøsområdet;15.05.2018;Lyngstrand camping;2018;500.0;500.0;0.0;0.0;0.0;ja;ja;nei;ja;nei;nei;ja;ja;nei;nei;3;50;2;0;;;;;;;
ja;AS;977480035;Hallingen Høyfjellshotell As;971939087;Hallingen Høyfjellshotell As;3041;Gol;Hallingen Høyfjellshotel;Z0704301336311811190SERQF;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;29.07.2016;Hallingen;2019;480.0;480.0;0.0;0.0;0.0;ja;nei;nei;nei;nei;nei;nei;nei;nei;nei;0;60;0;32;;;;;;;
nei;ENK;918620419;Berit Onsrud;978227597;Berit Onsrud;3407;Gjøvik;Furuodden Camping - Vannforsyning;Z0704301336315821189YTHWI;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Øst;Avdeling Mjøsområdet;17.09.2014;Furuodden camping og et bolighus;2016;160.0;160.0;0.0;0.0;0.0;nei;nei;nei;ja;nei;nei;ja;ja;nei;nei;2;150;1;0;;;;;;;
ja;ENK;982345197;Østby Gård Ingar Holmen;982387957;Østby Gård Ingar Holmen;3407;Gjøvik;Østby Gård - Vannforsyning;Z0704301336317701189SHBKG;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Øst;Avdeling Mjøsområdet;07.03.2018;Gård og gårdsbarnehage;2016;800.0;800.0;0.0;;;nei;nei;nei;ja;nei;ja;ja;nei;ja;nei;4;50;2;0;;;;;;;
nei;AS;981225368;Sis Utleie As;976492587;Brekko Camping;3041;Gol;Brekko Camping Torleiv Brekko;Z0704301336318431190LMSNC;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;15.10.2009;;2011;87.0;87.0;;;;ja;nei;nei;;;;;ja;;;0;50;1;0;;;;;;;
ja;AS;988937258;Eggestøl As;921937199;Eggestøl As;3040;Nes (Busk.);Skarslia Apartment Vassverket;Z0704301336319971190OJXYR;Privat AS, BA, lag, stiftelse, statlig etc;;3043;Ål;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;06.08.2015;Skarslia apartement;2019;450.0;450.0;0.0;0.0;;ja;nei;nei;nei;nei;nei;ja;ja;nei;nei;0;100;0;40;;;;;;;
ja;AS;985590958;Torpomoen Eigedom As;985695083;Torpomoen Rednings- Og Øvingspark;3043;Ål;Torpomoen Eigedom As;Z0704301336321601190RZMAR;Privat AS, BA, lag, stiftelse, statlig etc;;3043;Ål;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;21.04.2016;;2019;2805.0;2805.0;0.0;;;;nei;nei;ja;nei;nei;ja;ja;nei;nei;2;140;1;0;;;;;;;
nei;AS;913324005;Lunde Gårdsbarnehage As;975919307;Lunde Gårdsbarnehage As;3443;Vestre Toten;Lunde Gårdsbarnehage Vannverk;Z0704301336327471189ZECIE;Privat AS, BA, lag, stiftelse, statlig etc;;3443;Vestre Toten;Region Øst;Avdeling Mjøsområdet;;Lunde gård;2013;14.0;14.0;0.0;;;ja;ja;ja;ja;nei;ja;nei;nei;ja;nei;2;30;1;0;;;;;;;
nei;ENK;;;967290408;Myrland Per Olav Berg;3044;Hol;Myrland Turist Og Servicesent;Z0704301336332911190PSNDE;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;01.09.2009;Myrland eige verksemnd;2010;954.0;954.0;0.0;;;;ja;nei;;;;ja;ja;;;5;150;2;11;;;;;;;
ja;AS;968661485;Finnskogtoppen Helsesenter As;973491911;Finnskogtoppen Helsesenter As;3417;Grue;Finnskogtoppen Helsesenter As - Vannforsyning;Z0704301336346001189GZDGN;;;3417;Grue;Region Øst;Avdeling Glåmdal og Østerdal;21.08.2017;Finnskogtoppen;2012;4500.0;4500.0;;;;ja;nei;nei;;;;ja;;;;0;50;1;0;;;;;;;
nei;AS;963932138;Motell Nor Kro As;972772879;Motell Nor Kro As;3040;Nes (Busk.);Motell Nor Kro As;Z0704301336346191190ASDSA;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;;;2010;1800.0;1800.0;0.0;;;;ja;nei;;;;;;;;;500;1;;;;;;;;
ja;SA;870235232;Monsrud Vannverk Sa;972436968;Monsrud Vannverk Sa;3419;Våler (Hedm.);Monsrud Vannverk Sa V/Vidar Osrønningen;Z0704301336347631189ZVLFC;Privat AS, BA, lag, stiftelse, statlig etc;42605;3419;Våler (Hedm.);Region Øst;Avdeling Glåmdal og Østerdal;12.07.2017;Deler av Rud krets i Våler;2019;17906.0;17906.0;0.0;0.0;0.0;ja;ja;nei;ja;nei;nei;nei;nei;ja;nei;100;100;40;1;25.0;0.0;0.0;0.0;75.0;0.0;0.0
nei;KOMM;920500633;Ullensvang Kommune;974615061;Ullensvang Kommune Vatn Og Avløp;4618;Ullensvang;Tyssedal Vannverk;Z0704301336349231190CXKYX;Kommunal etat/enhet;122804;4618;Ullensvang;Region Sør og Vest;Avdeling Bergen og omland;22.08.2018;;2018;157601.0;157601.0;0.0;660.0;365.0;ja;nei;nei;ja;nei;ja;nei;ja;;nei;660;1100;200;0;29.feb;0.0;07.mai;06.mar;0.0;04.jan;52.9
nei;KOMM;920500633;Ullensvang Kommune;974615061;Ullensvang Kommune Vatn Og Avløp;4618;Ullensvang;Skare Vannverk;Z0704301336352521190WWNIH;Kommunal etat/enhet;122805;4618;Ullensvang;Region Sør og Vest;Avdeling Bergen og omland;06.04.2011;;2018;92766.0;92766.0;0.0;300.0;365.0;ja;nei;nei;ja;;ja;nei;nei;;;300;330;90;0;64.0;0.0;1.0;1.0;0.0;4.0;30.0
nei;KOMM;920500633;Ullensvang Kommune;974615061;Ullensvang Kommune Vatn Og Avløp;4618;Ullensvang;Seljestad Vannverk;Z0704301336353671190SIKLG;Kommunal etat/enhet;122807;4618;Ullensvang;Region Sør og Vest;Avdeling Bergen og omland;01.09.2011;;2018;94262.0;94262.0;0.0;18.0;365.0;ja;nei;nei;ja;nei;nei;nei;ja;;;18;1100;5;280;;;;;;;
nei;SA;;;980558355;Lofthus Vassverk Sa;4618;Ullensvang;Lofthus Vassverk V/ Harald Gjernes;Z0704301336354431190HGMNN;;123107;4618;Ullensvang;Region Sør og Vest;Avdeling Hardanger og Sunnhordaland;;;2008;70040.0;70040.0;;;;ja;nei;nei;ja;;;ja;ja;;;150;250;55;3;;;;;;;
nei;KOMM;920500633;Ullensvang Kommune;974615061;Ullensvang Kommune Vatn Og Avløp;4618;Ullensvang;Håra Vannverk;Z0704301336355971190BYXSC;Kommunal etat/enhet;122806;4618;Ullensvang;Region Sør og Vest;Avdeling Bergen og omland;01.09.2011;Håradalen;2018;41505.0;41505.0;0.0;59.0;365.0;ja;nei;nei;ja;;;nei;ja;;;50;700;16;227;09.mar;50.9;0.0;0.0;0.0;7.0;32.8
ja;DA;956919290;Dragonmoen Camping Da;972816965;Dragonmoen Camping Da;3401;Kongsvinger;Dragonmoen Camping;Z0704301336357011189ZXYRV;Privat AS, BA, lag, stiftelse, statlig etc;;3401;Kongsvinger;Region Øst;Avdeling Glåmdal og Østerdal;18.06.2018;Dragonmoen Camping;2015;2500.0;2500.0;0.0;;;ja;ja;nei;ja;nei;nei;ja;ja;nei;nei;4;200;1;0;;;;;;;
nei;ANS;;;970590048;Torsnes Vassverk;1227;Jondal - UTGÅTT KODE;Torsnes Vassverk V/ Øystein Torsnes;Z0704301336363351190SDCET;;122703;4618;Ullensvang;Region Sør og Vest;Avdeling Hardanger og Sunnhordaland;26.09.2011;Torsnes;2011;20000.0;20000.0;;;;nei;nei;nei;ja;nei;nei;nei;ja;ja;nei;100;270;33;61;;;;;;;
ja;SA;966439025;Tørvikbygd Vasslag Sa;973733354;Tørvikbygd Vasslag;4622;Kvam;Tørvikbygd Vasslag Ba V/ Geir Øystein Djupevåg;Z0704301336364501190SKZOA;Privat AS, BA, lag, stiftelse, statlig etc;123809;4622;Kvam;Region Sør og Vest;Avdeling Bergen og omland;25.06.2013;;2014;110000.0;110000.0;;;;ja;ja;ja;ja;;;ja;ja;;;400;600;140;54;75.0;10.0;5.0;5.0;;;5.0
ja;SA;977487676;Innstranda Vassverk Sa;977492971;Innstranda Vassverk Sa;4622;Kvam;Innstranda Vassverk Sa;Z0704301336366151190LXZWS;Privat AS, BA, lag, stiftelse, statlig etc;123808;4622;Kvam;Region Sør og Vest;Avdeling Bergen og omland;20.06.2014;Innstranda;2019;30000.0;30000.0;0.0;;;ja;nei;nei;ja;nei;nei;nei;ja;ja;nei;119;360;45;25;43.0;5.0;0.0;2.0;50.0;0.0;0.0
ja;SA;970051627;Vikøy Vasslag Sa;973317156;Vikøy Vasslag Sa;4622;Kvam;Vikøy Vasslag Sa;Z0704301336367741190QLVIS;Privat AS, BA, lag, stiftelse, statlig etc;123813;4622;Kvam;Region Sør og Vest;Avdeling Bergen og omland;14.03.2019;Grendene Vikøy - Aksnes - Vangdal;2018;106000.0;106000.0;0.0;;;ja;nei;nei;ja;nei;ja;ja;ja;ja;nei;600;800;200;65;14.0;2.0;21.0;21.0;26.0;6.0;10.0
ja;SA;970031553;Juptjenn Vannverk Sa;971852240;Juptjenn Vannverk A/L;3414;Nord-Odal;Juptjenn Vannverk Sa;Z0704301336370441189IUPDM;Privat AS, BA, lag, stiftelse, statlig etc;41803;3414;Nord-Odal;Region Øst;Avdeling Glåmdal og Østerdal;14.02.2020;Sand;2019;363000.0;363000.0;0.0;2900.0;365.0;ja;ja;nei;ja;ja;ja;ja;ja;ja;nei;2900;2900;840;100;30.0;5.0;30.0;2.0;2.0;1.0;30.0
ja;SA;;;970383948;Reime Vassverk Sa;4621;Voss;Reime Vassverk;Z0704301336391451190JPXOP;Privat AS, BA, lag, stiftelse, statlig etc;123511;4621;Voss;Region Sør og Vest;Avdeling Bergen og omland;20.07.2010;Reime;2019;1389.0;1400.0;0.0;;;nei;nei;nei;ja;nei;nei;nei;nei;nei;nei;16;160;8;56;;;;;;;
ja;AS;982165830;Geilo Vannverk As;973303392;Geilo Vannverk As;3044;Hol;Geilo Vannverk;Z0704301336411161189RAOYN;Privat AS, BA, lag, stiftelse, statlig etc;62002;3044;Hol;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;25.04.2019;Geilo Sentrum;2019;275000.0;275000.0;40.0;400.0;1.0;ja;ja;ja;ja;nei;nei;ja;ja;nei;nei;500;700;106;0;50.0;20.0;0.0;20.0;0.0;6.0;4.0
ja;AS;998241588;Haugslia Service As;986498656;Haugslia Service As;4621;Voss;Haugslia Hyttesenter Vassverk;Z0704301336413871190OGCOE;Privat AS, BA, lag, stiftelse, statlig etc;123518;4621;Voss;Region Sør og Vest;Avdeling Bergen og omland;;haugsvik;2018;2300.0;2300.0;0.0;0.0;;ja;ja;ja;ja;;;;;;;2;250;1;50;;;;;;;
nei;BEDR;;;987154004;Vikebygd Vassverk Sa;1160;Vindafjord;Vikebygd Vassverk A/L;Z0704301336420881190CKRII;Privat AS, BA, lag, stiftelse, statlig etc;115902;1160;Vindafjord;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;15.04.2015;Vikebygd;2014;80500.0;80500.0;0.0;0.0;0.0;ja;nei;ja;ja;nei;ja;ja;ja;ja;nei;400;700;180;80;42.0;03.mai;0.5;02.mai;03.aug;18.jul;29.0
ja;ENK;970573399;Kvanhøgd Turistsenter;972440906;Kvanhøgd Turistsenter;3041;Gol;Kvanhøgd Turistsenter;Z0704301336426401189HXPDB;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;26.07.2016;Kvanhøgd;2018;162.0;162.0;0.0;0.0;0.0;nei;ja;ja;ja;nei;nei;ja;ja;ja;nei;3;49;2;25;;;;;;;
nei;KOMM;964979189;Suldal Kommune;979352611;Suldal Kommune Anleggstenesta Drift/Vedlikehald Etc;1134;Suldal;Mosrøysane Vassverk;Z0704301336429551190EPTGU;;113414;1134;Suldal;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;30.10.2013;Bergjord og Herabakka;2012;8641.0;8641.0;0.0;;;ja;ja;nei;ja;nei;nei;nei;nei;ja;nei;54;66;11;5;70.0;2.0;2.0;1.0;20.0;0.0;5.0
nei;KOMM;964979189;Suldal Kommune;979352611;Suldal Kommune Anleggstenesta Drift/Vedlikehald Etc;1134;Suldal;Suldalsosen Vassverk;Z0704301336432261190OOSVM;;113403;1134;Suldal;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;12.11.2012;;2012;78510.0;78510.0;0.0;;;nei;ja;nei;ja;nei;ja;nei;ja;ja;nei;360;420;155;6;28.0;1.0;1.0;1.0;2.0;7.0;60.0
nei;KOMM;964979189;Suldal Kommune;979352611;Suldal Kommune Anleggstenesta Drift/Vedlikehald Etc;1134;Suldal;Erfjord Vassverk;Z0704301336433321190IPLRR;;113404;1134;Suldal;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;12.11.2012;Erfjord, Foreneset, Nyvoll, Jelsa, Berakvam;2011;99621.0;99621.0;;;;ja;ja;ja;ja;ja;ja;nei;ja;ja;nei;472;708;175;107;30.jul;01.feb;05.aug;;1.0;10.0;51.3
nei;KOMM;964979189;Suldal Kommune;979352611;Suldal Kommune Anleggstenesta Drift/Vedlikehald Etc;1134;Suldal;Nesflaten Vassverk;Z0704301336438451190QNBIB;;113406;1134;Suldal;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;30.10.2013;Nesflaten;2012;14006.0;14006.0;0.0;;;ja;ja;nei;ja;nei;ja;ja;nei;ja;nei;130;159;56;16;61.0;1.0;2.0;3.0;10.0;5.0;18.0
nei;KOMM;964979189;Suldal Kommune;979352611;Suldal Kommune Anleggstenesta Drift/Vedlikehald Etc;1134;Suldal;Vanvik Vassverk;Z0704301336440861190NBRFA;;113411;1134;Suldal;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;30.10.2013;Vanvik;2012;2863.0;2863.0;0.0;;;ja;ja;nei;ja;nei;ja;nei;nei;ja;nei;43;79;20;19;;;;;;;
nei;KOMM;964979189;Suldal Kommune;979352611;Suldal Kommune Anleggstenesta Drift/Vedlikehald Etc;1134;Suldal;Berakvam Vassverk;Z0704301336442011190BGVUY;;;1134;Suldal;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;16.10.2009;Berakvam;2010;5250.0;5250.0;;;;nei;nei;nei;nei;nei;nei;nei;nei;nei;nei;0;220;;0;;;;;;;
ja;ENK;954753530;Lia Fjellhotell;971728078;Lia Fjellhotell;3044;Hol;Lia Fjellhotell;Z0704301336444271189RSPSW;Privat AS, BA, lag, stiftelse, statlig etc;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;08.06.2016;LIA FJELLHOTELL;2019;3290.0;3290.0;0.0;;;ja;nei;nei;ja;nei;nei;ja;nei;nei;nei;4;90;1;0;;;;;;;
ja;AS;986524053;Haugane Hytter As;986878084;Haugane Hytter As;1135;Sauda;Haugane Hytter As;Z0704301336448631190WXPAR;Privat AS, BA, lag, stiftelse, statlig etc;113507;1135;Sauda;Region Sør og Vest;Avdeling Sunnhordland og Haugalandet;18.06.2014;Haugane hytter;2019;3700.0;3700.0;0.0;0.0;0.0;ja;nei;nei;ja;nei;nei;nei;nei;ja;nei;5;400;3;80;;;;;;;
nei;BEDR;;;971802413;Prestholtseter Da;620;Hol - UTGÅTT KODE;Prestholtseter Da;Z0704301336454181189FBNYM;;;;;Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;10.07.2008;Prestholt;2010;400.0;400.0;0.0;;;nei;nei;nei;nei;nei;nei;ja;nei;ja;nei;0;80;0;0;;;;;;;
nei;ENK;976576144;Bård Asle Haraldset;982867908;Bård Asle Haraldset;3040;Nes (Busk.);Liostugu;Z0704301336455601189QMWFY;;;3040;Nes (Busk.);Region Øst;Avdeling Nordre Buskerud, Hadeland og Valdres;12.02.2013;Liostugu;2012;1718.0;1718.0;;;;ja;nei;nei;ja;nei;nei;ja;ja;nei;nei;7;90;3;4;;;;;;;
